content	x	y	w	h	
2	260	415	85	83	
9	266	691	62	58	
9	270	1186	54	60	
CHORUS	364	351	158	33	
.	529	354	8	31	
123	271	1381	126	54	
take	382	1079	88	29	
the	488	1079	64	29	
treas	569	1079	99	29	
-	673	1079	13	29	
ure	688	1079	65	29	
to	813	1080	42	25	
our	904	1079	66	33	
hearts	982	1078	126	33	
,	1116	1077	7	34	
And	1137	1077	81	34	
all	1239	1076	45	34	
His	1336	1076	64	34	
love	1438	1075	89	34	
receive	1588	1084	190	22	
.	1782	1078	9	29	
કે	1566	385	17	151	
જો	1613	391	188	176	
He	430	580	55	38	
is	508	580	31	38	
our	582	580	69	38	
roy-	673	580	84	38	
al	771	580	35	38	
Christ	818	580	124	38	
-	946	580	11	38	
mas	962	580	76	38	
gift	1052	580	75	38	
,	1135	580	5	38	
And	1148	580	82	38	
as	1242	580	40	38	
we	1354	587	54	32	
now	1422	586	82	33	
be	1548	585	45	33	
-	1617	585	13	33	
lieve	1647	585	97	32	
,	1748	584	8	33	
3	398	1563	35	39	
4	396	1610	39	40	
OUR	755	258	96	38	
ROYAL	877	258	157	38	
CHRISTMAS	1062	258	274	38	
GIFT	1362	258	106	38	
.	1471	258	10	38	
9:24	276	2393	100	86	
H	607	1562	107	96	
#	770	1562	130	82	
JE	968	1528	152	119	
2	1828	1644	51	39	
:	1878	1645	27	39	
1.	385	1705	35	39	
Come	446	1705	112	39	
said	576	1705	81	40	
Jesus	682	1706	150	39	
'	832	1706	12	39	
sa	857	1706	42	40	
-	911	1707	14	39	
cred	934	1707	88	39	
voice	1036	1707	105	40	
,	1147	1708	6	39	
Come	1162	1708	110	39	
and	1292	1708	71	39	
make	1378	1709	105	39	
my	1504	1709	59	39	
paths	1577	1709	109	40	
your	1701	1710	93	39	
choice	1809	1710	129	40	
;	1949	1711	10	39	
2.	384	1753	36	37	
Hither	446	1753	178	37	
come	634	1753	105	37	
,	743	1753	6	37	
for	768	1753	62	37	
here	845	1753	88	37	
is	970	1753	31	37	
found	1023	1753	118	37	
Balm	1160	1753	98	37	
for	1289	1753	62	37	
ev	1391	1753	44	37	
'	1496	1753	13	41	
ry	1507	1753	44	41	
bleed-	1581	1753	123	42	
ing	1720	1754	65	41	
wound	1800	1754	136	42	
,	1942	1755	8	41	
-R	854	1814	47	24	
R.	1062	1815	70	24	
-a	1400	1813	42	23	
946	265	1861	263	68	
-	697	2313	11	5	
Lida	938	1363	146	74	
.	1094	1366	16	71	
7s	1184	1369	75	73	
.	1267	1371	14	71	
DD	878	2135	28	51	
著	1050	2096	40	86	
탑	1601	2178	63	46	
I	424	2255	22	27	
will	507	2252	79	39	
guide	601	2252	112	39	
you	728	2252	72	39	
to	840	2252	40	39	
your	905	2252	92	39	
home	1011	2252	109	39	
-	1127	2252	29	39	
Wea-	1168	2252	113	39	
ry	1297	2252	44	39	
pil	1386	2252	52	39	
